crop,location,soil_type,growing_season,ph,temperature,rainfall,humidity,irrigation,fertilizer,previous_yield,area,n_content,p_content,k_content,yield
Rice,Central Valley,Alluvial,Rabi,5.43,18.5,611.9,42.2,379.7,200.7,3.33,40.8,74.2,35.5,80.6,3.44
Potato,Pacific Northwest,Loamy,Kharif,8.02,20.1,1372.6,80.7,818.1,247.5,12.17,4.7,102.1,36.2,56.7,10.91
Tomato,Southeast,Alluvial,Rabi,6.0,30.0,1080.0,42.7,820.3,212.3,19.18,26.8,127.1,34.6,40.4,18.71
Wheat,Delta Region,Clay,Summer,5.83,23.4,1533.8,47.1,882.3,210.6,2.07,37.4,131.0,46.8,31.4,2.43
Potato,Central Valley,Sandy Loam,Summer,6.1,35.3,436.6,82.7,407.1,54.3,15.85,29.8,93.6,46.1,42.4,14.94
Potato,Midwest,Alluvial,Spring,7.18,16.6,1456.3,86.9,828.0,223.5,14.55,27.1,87.1,73.0,46.3,13.8
Cotton,Delta Region,Clay,Kharif,7.69,24.7,969.9,76.5,688.3,63.1,1.75,17.7,55.3,42.2,92.1,1.77
Soybean,Southeast,Black Soil,Spring,7.36,31.4,727.1,88.0,473.9,278.3,1.99,21.8,73.4,78.5,48.1,2.09
Soybean,Southeast,Loamy,Rabi,6.09,27.4,406.0,53.7,315.0,107.6,2.04,38.8,131.4,69.0,21.2,2.02
Corn,Delta Region,Alluvial,Summer,7.74,24.9,375.0,40.4,129.6,132.5,4.68,42.0,129.3,54.0,60.9,4.65
Tomato,Central Valley,Sandy Loam,Autumn,8.06,24.8,724.1,79.3,307.6,163.8,18.87,28.0,71.8,27.2,107.1,16.92
Soybean,Central Valley,Clay,Kharif,5.75,26.1,988.4,55.9,542.7,102.4,2.1,33.1,173.2,84.4,117.5,1.94
Rice,Pacific Northwest,Sandy Loam,Autumn,7.0,23.0,462.3,62.2,508.8,104.5,4.3,36.2,85.6,41.0,102.3,3.91
Potato,Central Valley,Alluvial,Spring,5.63,22.5,1492.8,56.7,426.5,200.0,14.11,43.9,105.9,83.1,82.2,15.56
Wheat,Southeast,Loamy,Summer,7.94,16.5,1233.1,80.4,508.6,229.6,3.34,46.6,111.1,55.7,54.4,3.1
Wheat,Great Plains,Black Soil,Kharif,5.65,31.3,1291.4,87.8,866.9,278.2,3.0,33.2,119.2,84.8,83.0,2.98
Soybean,Great Plains,Black Soil,Kharif,6.78,17.0,1034.9,66.2,452.8,111.9,2.24,42.5,157.0,35.5,44.4,2.04
Wheat,Southeast,Clay,Spring,8.12,29.9,995.3,87.9,427.9,68.3,3.64,16.4,118.5,20.4,56.2,2.9
Potato,Delta Region,Clay,Spring,5.89,32.6,1780.8,86.3,296.0,259.1,18.57,39.5,134.4,61.6,80.6,15.37
Cotton,Southeast,Sandy Loam,Summer,6.43,26.1,565.2,64.7,805.2,95.6,1.68,6.8,65.2,46.8,36.7,1.82
Potato,Southeast,Black Soil,Spring,5.58,16.7,975.6,74.5,891.9,80.4,14.65,37.4,161.4,79.3,110.4,14.59
Corn,Midwest,Silt Loam,Autumn,6.08,22.7,1545.8,56.8,587.0,74.8,4.93,12.8,141.1,20.2,112.1,4.33
Potato,Great Plains,Alluvial,Spring,6.51,31.2,1365.2,76.7,679.0,185.6,13.1,37.3,154.8,50.7,35.2,13.69
Rice,Delta Region,Black Soil,Summer,6.56,22.4,606.2,76.1,323.4,227.8,3.61,34.0,72.5,49.5,24.8,3.86
Tomato,Delta Region,Black Soil,Autumn,6.48,22.5,811.9,48.9,214.6,237.2,15.42,42.4,142.8,84.2,41.1,18.18
Tomato,Southeast,Black Soil,Autumn,6.24,19.3,767.4,64.3,278.9,88.9,23.57,16.4,171.5,33.2,80.6,18.85
Rice,Midwest,Alluvial,Summer,5.82,32.8,1444.6,41.4,822.0,270.8,3.81,7.9,115.6,70.9,20.7,3.78
Cotton,Central Valley,Sandy Loam,Rabi,8.04,24.5,995.0,46.3,463.1,261.1,1.78,14.8,140.3,79.3,32.0,1.72
Potato,Great Plains,Sandy Loam,Kharif,8.18,30.6,518.9,57.7,163.3,232.5,12.19,43.4,141.8,37.9,70.7,11.96
Corn,Great Plains,Alluvial,Autumn,5.42,29.8,1643.8,41.9,180.4,212.2,4.47,33.9,113.0,28.3,75.8,4.68
Cotton,Pacific Northwest,Loamy,Kharif,6.96,33.4,669.3,49.8,476.1,161.4,2.12,13.0,66.2,49.8,33.2,2.1
Soybean,Central Valley,Black Soil,Rabi,5.4,27.2,652.4,48.9,434.5,110.5,2.39,1.2,93.2,55.9,83.8,2.23
Potato,Delta Region,Alluvial,Rabi,7.72,33.5,1318.6,64.5,604.0,187.5,14.92,44.0,116.1,35.7,41.9,13.06
Cotton,Southeast,Silt Loam,Spring,7.19,18.3,1023.9,55.9,190.8,210.3,1.89,16.9,138.7,69.2,68.4,1.77
Cotton,Great Plains,Black Soil,Spring,5.29,21.4,661.9,82.5,427.2,179.3,1.85,34.7,85.2,62.2,61.1,1.8
Cotton,Great Plains,Silt Loam,Spring,5.36,25.7,667.5,71.8,136.5,153.0,1.53,13.8,71.0,76.3,73.6,1.72
Cotton,Pacific Northwest,Loamy,Autumn,5.59,26.8,1727.9,41.1,403.4,229.5,2.16,30.9,86.7,39.7,96.6,1.86
Rice,Pacific Northwest,Loamy,Autumn,6.81,35.7,1565.3,59.8,674.3,116.7,2.59,11.3,62.6,41.2,61.3,3.01
Tomato,Pacific Northwest,Clay,Kharif,5.26,34.8,498.7,59.9,487.9,86.1,21.5,2.8,82.2,31.1,97.2,17.59
Wheat,Central Valley,Sandy Loam,Kharif,6.33,24.0,1536.5,83.8,789.6,67.6,2.72,40.8,110.6,64.2,93.3,2.72
Rice,Central Valley,Alluvial,Autumn,5.66,30.7,1499.3,49.7,584.6,121.8,4.28,30.6,85.3,50.9,22.3,3.87
Corn,Great Plains,Clay,Kharif,7.17,25.4,772.3,44.7,873.5,179.0,4.44,13.9,107.7,78.5,73.3,4.44
Wheat,Great Plains,Loamy,Spring,8.05,31.3,1386.1,62.6,562.3,55.7,3.01,36.7,148.0,46.3,67.7,2.59
Rice,Pacific Northwest,Sandy Loam,Summer,7.09,17.7,1163.3,50.4,853.7,186.5,4.72,8.0,51.7,43.2,103.8,3.79
Tomato,Pacific Northwest,Black Soil,Rabi,6.68,24.2,1423.7,81.7,129.2,208.5,21.29,3.9,123.8,76.0,46.8,21.28
Wheat,Delta Region,Silt Loam,Autumn,8.08,20.7,1019.0,64.1,543.8,220.1,3.68,25.5,142.6,79.5,62.6,3.21
Rice,Great Plains,Clay,Kharif,7.44,19.3,984.5,88.6,131.2,147.6,4.03,8.9,63.9,71.2,68.7,3.65
Soybean,Delta Region,Silt Loam,Spring,5.55,35.9,1393.9,84.0,316.9,124.1,1.9,1.5,164.5,54.5,36.6,1.98
Corn,Delta Region,Alluvial,Rabi,8.06,23.4,1226.6,63.6,268.5,125.9,3.79,40.3,144.5,84.7,112.8,4.29
Wheat,Delta Region,Alluvial,Spring,6.45,19.0,447.2,88.8,349.5,93.2,2.98,1.5,137.2,52.6,53.1,3.14
Rice,Delta Region,Silt Loam,Autumn,6.25,27.2,677.7,71.4,842.3,113.2,3.96,8.7,154.9,75.8,78.4,3.88
Corn,Southeast,Black Soil,Spring,6.88,28.8,643.8,69.6,182.4,99.8,5.0,46.8,65.0,54.5,32.7,4.74
Tomato,Delta Region,Alluvial,Spring,7.52,27.8,752.0,80.4,797.1,203.8,20.35,17.2,106.3,26.8,98.3,18.12
Wheat,Central Valley,Black Soil,Rabi,6.63,16.0,462.8,88.5,209.6,235.7,3.26,8.0,99.6,48.0,50.3,3.51
Cotton,Central Valley,Clay,Autumn,7.52,30.1,864.7,81.9,353.6,68.0,1.53,20.3,124.8,30.0,36.6,1.55
Soybean,Southeast,Alluvial,Rabi,6.88,25.8,1494.0,74.3,546.3,150.1,2.37,42.2,88.7,16.8,56.6,2.25
Potato,Pacific Northwest,Sandy Loam,Spring,6.88,36.0,1712.1,59.1,243.2,222.0,15.26,11.5,41.5,45.9,72.6,13.8
Rice,Delta Region,Sandy Loam,Summer,6.31,21.1,1686.3,70.3,126.8,113.2,4.16,5.6,107.0,18.1,89.5,3.91
Corn,Southeast,Alluvial,Kharif,7.67,33.3,1695.0,89.9,605.8,162.8,4.88,48.6,106.3,76.2,95.1,4.27
Cotton,Central Valley,Loamy,Summer,7.88,19.1,1417.5,83.5,205.3,146.5,1.98,2.4,158.4,18.9,83.7,1.9
Rice,Southeast,Loamy,Autumn,7.76,29.1,1419.3,56.6,637.6,256.9,3.72,14.6,165.7,26.8,118.6,3.43
Soybean,Southeast,Black Soil,Kharif,6.41,32.8,1321.0,43.2,760.0,165.4,2.57,47.1,142.1,20.9,64.3,2.22
Corn,Delta Region,Clay,Autumn,7.11,32.8,1714.6,55.6,548.4,77.1,3.1,21.1,105.3,73.5,28.6,3.7
Potato,Central Valley,Loamy,Kharif,5.46,22.4,1258.6,41.0,235.5,52.4,13.34,9.9,129.3,47.2,107.7,13.36
Wheat,Southeast,Alluvial,Rabi,7.41,22.2,900.0,54.4,323.2,180.0,3.36,37.6,98.0,73.5,47.3,3.33
Wheat,Midwest,Sandy Loam,Summer,5.99,25.8,1189.1,57.4,613.5,153.4,3.54,35.2,128.3,73.2,23.7,3.06
Cotton,Delta Region,Silt Loam,Rabi,5.83,30.0,853.0,80.5,737.0,97.7,1.94,27.4,138.0,50.3,103.0,1.81
Cotton,Southeast,Loamy,Autumn,5.97,25.4,395.6,45.8,626.7,92.9,2.0,38.9,59.6,56.1,57.2,1.93
Potato,Pacific Northwest,Black Soil,Kharif,5.51,23.2,1656.5,47.9,480.4,127.4,12.47,16.8,166.4,28.1,55.8,13.35
Wheat,Great Plains,Black Soil,Rabi,6.52,28.3,1210.7,74.7,684.8,158.9,2.94,37.9,74.1,65.6,80.1,3.12
Potato,Pacific Northwest,Silt Loam,Summer,7.99,20.7,1705.4,86.3,186.3,148.0,15.3,3.0,77.7,55.4,79.3,15.27
Wheat,Delta Region,Clay,Summer,8.1,34.9,637.8,88.6,701.5,79.9,3.09,44.4,86.6,82.2,117.0,2.73
Corn,Midwest,Sandy Loam,Spring,6.58,29.2,640.6,48.6,346.0,92.5,4.59,20.4,160.1,45.6,92.4,4.48
Wheat,Pacific Northwest,Black Soil,Summer,5.68,18.0,1147.3,59.7,270.0,158.6,3.58,1.2,92.7,47.4,44.3,3.13
Rice,Great Plains,Clay,Summer,5.6,31.5,1652.1,81.0,684.3,147.7,3.2,38.4,95.1,20.0,68.8,3.11
Soybean,Delta Region,Loamy,Rabi,5.73,20.7,875.3,65.1,101.3,187.8,2.51,44.4,95.7,20.4,43.0,2.41
Potato,Midwest,Loamy,Rabi,5.48,23.7,610.8,47.5,348.9,205.3,14.27,15.8,107.3,33.3,115.5,14.26
Wheat,Midwest,Silt Loam,Autumn,6.59,17.7,1344.8,45.1,790.0,234.8,3.23,41.9,41.7,37.3,77.5,3.34
Potato,Pacific Northwest,Silt Loam,Kharif,8.08,24.0,1468.5,55.1,306.9,195.8,12.48,24.8,124.5,71.2,65.0,13.21
Corn,Great Plains,Alluvial,Summer,8.12,18.2,609.3,61.2,707.7,250.2,5.27,42.4,51.2,15.5,114.8,4.64
Soybean,Delta Region,Sandy Loam,Rabi,7.04,33.4,980.6,63.2,131.9,249.6,2.26,26.2,104.4,18.5,79.9,2.22
Corn,Southeast,Silt Loam,Summer,7.5,16.5,737.5,54.7,433.6,152.8,2.73,34.1,81.7,17.5,31.2,3.76
Soybean,Central Valley,Black Soil,Spring,5.45,17.9,1403.8,71.6,444.9,113.2,1.98,13.2,176.1,63.2,44.4,1.8
Cotton,Pacific Northwest,Black Soil,Autumn,5.43,23.5,562.8,88.8,610.3,252.9,1.94,23.5,93.5,83.6,27.9,1.93
Soybean,Pacific Northwest,Sandy Loam,Spring,5.75,30.9,1396.3,77.1,163.4,259.8,2.15,20.6,175.1,70.6,77.1,2.22
Corn,Delta Region,Black Soil,Autumn,5.93,32.0,892.6,63.6,708.6,150.5,5.71,42.9,144.6,69.5,47.7,5.33
Soybean,Central Valley,Black Soil,Spring,7.23,21.5,940.4,40.9,431.5,79.8,2.74,45.6,77.4,56.9,117.6,2.37
Corn,Central Valley,Clay,Rabi,6.17,17.3,767.4,75.6,761.6,185.2,4.65,1.9,128.9,38.0,58.9,4.15
Tomato,Central Valley,Sandy Loam,Summer,7.67,19.0,1588.8,64.9,525.8,89.1,17.34,16.7,94.6,43.2,86.1,14.95
Tomato,Central Valley,Alluvial,Spring,6.24,20.2,1778.1,58.5,333.5,122.5,23.86,28.5,134.4,17.1,82.5,19.1
Wheat,Delta Region,Sandy Loam,Autumn,8.19,16.5,1761.4,67.8,492.6,104.0,3.26,22.1,169.0,24.2,80.7,2.91
Cotton,Central Valley,Loamy,Spring,8.18,27.4,609.0,48.0,722.0,218.9,1.81,11.7,96.2,43.6,95.1,1.86
Potato,Delta Region,Sandy Loam,Summer,7.09,29.3,1345.9,71.7,609.0,165.5,13.15,38.8,114.6,30.8,60.4,12.63
Cotton,Great Plains,Sandy Loam,Spring,7.82,24.0,354.8,81.5,710.3,200.9,1.6,8.7,135.7,21.9,78.0,1.54
Potato,Great Plains,Silt Loam,Rabi,7.06,18.8,1248.9,89.9,579.7,218.4,13.17,32.2,172.4,37.8,45.0,14.37
Tomato,Pacific Northwest,Silt Loam,Kharif,5.27,28.0,1495.3,59.5,509.1,94.4,16.84,47.6,167.8,47.0,92.3,15.45
Wheat,Midwest,Silt Loam,Rabi,6.08,33.9,650.2,63.1,296.0,188.7,2.52,16.8,178.6,70.8,117.3,2.8
Tomato,Pacific Northwest,Loamy,Autumn,7.82,34.2,705.1,76.1,155.9,222.2,13.94,42.1,135.5,43.4,72.0,16.05
Potato,Great Plains,Loamy,Spring,7.85,26.7,1387.9,70.3,891.4,214.4,14.68,47.9,101.4,72.9,26.0,12.28
Cotton,Great Plains,Alluvial,Kharif,7.35,26.2,1292.0,61.4,199.2,83.6,1.72,18.8,76.7,72.8,95.4,1.7
Rice,Pacific Northwest,Clay,Summer,6.22,34.3,1503.6,50.5,177.7,197.7,3.98,21.2,50.4,77.9,69.2,3.94
Wheat,Southeast,Sandy Loam,Summer,6.19,25.0,724.0,53.8,128.6,82.2,2.3,34.8,113.0,16.8,108.0,2.61
Tomato,Southeast,Alluvial,Summer,7.35,27.4,791.9,75.7,638.6,85.5,17.57,16.0,152.7,24.0,80.7,18.18
Cotton,Great Plains,Sandy Loam,Rabi,5.83,22.1,1197.1,53.0,676.9,221.5,1.86,2.4,179.5,43.4,81.8,1.73
Wheat,Southeast,Alluvial,Rabi,6.7,26.5,898.1,86.3,618.7,250.3,3.05,29.8,107.5,48.9,58.0,3.02
Soybean,Central Valley,Sandy Loam,Rabi,5.87,21.6,1478.1,79.5,620.0,132.0,2.56,16.2,104.3,78.9,110.6,2.12
Cotton,Pacific Northwest,Black Soil,Rabi,6.29,16.7,1258.3,87.6,505.9,112.4,2.31,37.3,174.6,74.3,73.8,1.95
Rice,Central Valley,Silt Loam,Autumn,5.93,31.9,614.9,86.8,786.0,102.5,3.4,26.6,140.4,27.4,117.9,3.39
Corn,Delta Region,Sandy Loam,Kharif,7.4,34.3,1663.9,46.6,342.2,97.8,3.36,37.4,74.2,68.3,67.7,3.31
Rice,Delta Region,Loamy,Summer,5.42,25.6,990.8,63.8,179.9,185.6,3.95,39.7,123.8,36.0,21.0,3.9
Potato,Central Valley,Alluvial,Spring,5.78,32.1,1240.9,62.8,100.4,223.5,11.06,39.1,124.2,49.5,37.7,13.05
Tomato,Great Plains,Black Soil,Summer,6.1,33.3,711.1,53.8,549.0,121.0,16.7,47.6,101.6,83.4,114.6,17.03
Potato,Central Valley,Sandy Loam,Autumn,5.69,17.3,976.4,55.2,840.2,151.9,18.01,24.1,129.3,52.7,38.3,15.89
Cotton,Central Valley,Clay,Rabi,6.12,31.3,1034.2,74.2,842.0,98.4,1.73,16.1,134.1,37.7,39.2,1.67
Potato,Midwest,Clay,Autumn,6.18,26.3,1037.0,69.8,433.5,217.1,9.82,33.5,72.0,33.4,113.4,11.49
Cotton,Southeast,Sandy Loam,Rabi,7.38,32.6,807.3,55.4,550.6,225.4,1.74,16.0,40.8,80.8,25.5,1.6
Potato,Southeast,Alluvial,Rabi,7.5,16.4,1371.3,50.4,673.3,117.8,14.21,48.8,92.3,37.5,99.1,13.66
Corn,Delta Region,Black Soil,Rabi,7.05,24.8,747.2,43.7,228.3,216.3,4.44,40.1,171.8,56.5,115.2,4.56
Rice,Pacific Northwest,Silt Loam,Spring,8.16,27.7,436.0,42.8,374.2,173.7,3.9,13.2,101.3,34.9,67.2,3.71
Soybean,Central Valley,Sandy Loam,Spring,7.82,27.8,1182.4,68.1,450.6,125.4,1.84,41.4,116.5,61.2,75.7,2.05
Cotton,Southeast,Alluvial,Kharif,7.51,33.4,1363.9,77.0,865.8,133.1,1.77,7.9,148.2,67.3,41.5,1.64
Corn,Great Plains,Clay,Spring,5.8,35.4,725.6,70.2,846.1,82.3,5.09,18.7,129.9,44.9,100.6,4.5
Cotton,Central Valley,Black Soil,Kharif,6.74,16.3,984.0,41.6,503.4,233.6,2.06,45.7,150.6,49.4,77.5,1.93
Soybean,Central Valley,Alluvial,Kharif,8.12,31.6,1121.1,79.9,777.0,70.2,2.0,28.7,169.1,57.7,119.3,2.01
Cotton,Central Valley,Alluvial,Spring,6.6,33.8,1791.8,47.6,364.3,91.8,1.49,41.1,120.5,46.8,98.1,1.58
Soybean,Great Plains,Loamy,Spring,5.22,32.6,377.4,51.3,441.7,109.5,2.19,29.2,71.2,62.2,52.7,2.01
Potato,Pacific Northwest,Alluvial,Rabi,6.92,23.1,1626.5,83.4,222.1,227.8,14.22,38.7,68.9,27.7,22.6,14.0
Tomato,Central Valley,Clay,Autumn,5.41,33.4,1696.3,72.9,261.4,87.6,16.52,18.1,178.7,31.3,112.0,15.28
Cotton,Southeast,Loamy,Rabi,8.03,18.5,1724.6,41.3,794.0,246.5,1.84,44.0,69.2,18.4,63.9,1.57
Wheat,Midwest,Silt Loam,Autumn,5.48,19.5,1674.3,76.2,197.4,224.0,3.81,40.9,56.9,49.2,80.5,3.29
Soybean,Southeast,Silt Loam,Rabi,5.47,26.1,1043.1,65.4,855.9,53.7,2.52,11.3,93.2,44.4,116.2,2.25
Rice,Southeast,Sandy Loam,Summer,6.5,33.0,786.0,90.0,167.6,198.0,3.43,42.0,94.6,48.0,115.1,3.8
Corn,Pacific Northwest,Alluvial,Summer,7.74,19.5,363.4,65.9,212.2,158.1,3.78,3.2,45.5,56.7,41.0,4.05
Soybean,Pacific Northwest,Sandy Loam,Summer,7.67,24.4,603.2,65.9,221.1,236.2,2.53,31.3,133.6,40.6,112.5,2.19
Cotton,Midwest,Loamy,Spring,6.41,23.5,1570.1,71.1,122.8,55.9,2.18,11.0,44.0,47.9,93.5,1.95
Wheat,Great Plains,Loamy,Autumn,7.0,26.5,579.4,40.7,817.8,71.2,3.34,19.5,178.3,22.9,67.6,3.13
Potato,Delta Region,Silt Loam,Rabi,7.63,16.0,1040.6,85.0,305.5,124.3,14.21,43.0,115.6,82.0,86.8,14.53
Rice,Great Plains,Silt Loam,Autumn,5.86,18.6,1716.3,51.3,165.8,71.8,4.25,10.6,96.5,77.1,30.5,3.49
Wheat,Southeast,Clay,Summer,8.12,29.4,1103.9,68.9,806.9,224.8,3.83,17.1,58.4,44.5,86.1,2.82
Tomato,Pacific Northwest,Loamy,Spring,7.58,35.6,370.8,71.7,768.3,104.7,20.79,32.0,95.5,15.8,68.1,19.0
Cotton,Southeast,Clay,Autumn,8.18,25.1,731.1,62.0,696.0,200.8,1.51,20.9,112.0,38.6,119.7,1.53
Wheat,Southeast,Sandy Loam,Spring,6.57,17.9,1591.5,78.2,310.3,229.8,2.67,38.8,99.7,16.8,74.3,2.85
Rice,Midwest,Silt Loam,Kharif,7.34,18.5,854.1,62.6,542.6,266.1,3.62,6.9,175.3,83.0,38.3,3.75
Cotton,Delta Region,Clay,Rabi,5.87,16.3,1413.4,57.7,580.7,84.9,2.15,42.2,160.4,51.8,100.0,1.85
Corn,Delta Region,Clay,Autumn,5.68,29.6,1270.6,82.9,281.0,264.0,4.21,9.2,140.3,52.9,115.5,4.32
Potato,Midwest,Sandy Loam,Kharif,8.05,21.9,1656.4,88.6,815.0,157.6,10.84,48.0,59.1,80.7,20.0,11.06
Corn,Pacific Northwest,Black Soil,Summer,7.4,27.9,446.9,77.8,212.2,160.6,5.27,11.2,62.4,83.0,117.6,5.02
Wheat,Great Plains,Clay,Spring,5.78,32.7,452.3,88.2,321.0,255.3,2.61,20.2,57.3,66.8,114.4,2.62
Wheat,Midwest,Silt Loam,Rabi,7.48,16.2,520.1,55.6,182.1,194.6,3.19,33.9,106.0,61.2,49.9,3.13
Rice,Delta Region,Alluvial,Autumn,5.41,35.6,1670.2,57.1,317.7,277.2,3.34,23.3,93.4,77.4,31.3,3.36
Potato,Great Plains,Black Soil,Rabi,7.27,31.9,1449.8,51.2,182.4,279.4,13.47,43.9,124.5,56.9,56.3,13.56
Cotton,Pacific Northwest,Silt Loam,Spring,7.11,33.3,756.3,76.2,320.7,107.9,1.95,21.7,111.1,44.4,103.6,1.79
Corn,Central Valley,Loamy,Kharif,6.66,27.7,671.0,61.7,312.6,279.4,4.3,35.9,155.7,49.2,80.7,4.77
Tomato,Great Plains,Black Soil,Autumn,7.2,16.8,506.3,81.9,614.1,72.7,17.76,43.6,53.3,82.7,43.9,16.74
Tomato,Pacific Northwest,Alluvial,Autumn,6.38,30.9,853.6,79.4,781.8,181.9,17.3,21.7,113.2,80.8,101.3,19.72
Soybean,Pacific Northwest,Silt Loam,Kharif,5.74,28.6,827.0,54.6,429.7,56.5,2.39,11.6,103.9,77.4,55.9,2.17
Soybean,Southeast,Sandy Loam,Rabi,7.55,22.5,1363.7,71.7,714.9,86.9,2.43,14.6,118.2,75.4,84.8,2.06
Soybean,Great Plains,Sandy Loam,Rabi,7.77,22.7,1243.8,77.0,769.0,102.3,2.59,42.4,156.0,22.1,92.2,2.17
Soybean,Great Plains,Sandy Loam,Autumn,5.76,23.7,733.8,75.4,380.5,235.4,2.16,25.4,165.4,67.8,115.9,2.17
Corn,Central Valley,Loamy,Rabi,7.93,30.0,1162.7,77.8,530.6,141.5,3.52,29.5,137.4,28.9,29.1,3.83
Tomato,Pacific Northwest,Silt Loam,Summer,6.22,23.1,542.9,59.3,776.0,219.3,14.78,8.1,162.7,70.9,81.3,17.42
Rice,Southeast,Clay,Spring,5.94,19.1,1789.4,41.3,279.6,209.9,4.79,41.5,70.7,76.3,64.0,4.21
Cotton,Midwest,Clay,Kharif,8.09,33.2,1050.7,61.9,545.1,279.6,1.97,15.5,66.9,28.0,71.9,1.75
Potato,Pacific Northwest,Black Soil,Spring,7.32,35.6,1515.0,53.2,396.2,257.0,10.58,37.6,171.2,37.4,55.7,11.46
Soybean,Midwest,Sandy Loam,Rabi,6.94,17.9,1680.3,89.3,666.7,173.1,1.94,40.0,54.7,72.8,42.8,1.86
Corn,Pacific Northwest,Alluvial,Autumn,5.87,21.4,1563.1,63.0,450.3,185.9,4.48,41.2,49.1,84.7,22.2,4.15
Potato,Delta Region,Alluvial,Kharif,6.63,30.1,442.5,57.7,863.8,113.5,10.2,44.9,75.3,77.8,22.8,12.84
Tomato,Great Plains,Silt Loam,Rabi,5.85,25.0,1130.7,73.7,364.4,181.1,15.1,49.3,162.6,81.2,34.4,17.14
Tomato,Pacific Northwest,Black Soil,Summer,8.11,17.1,1444.0,69.4,719.7,66.3,23.6,43.3,48.9,44.0,36.1,17.28
Wheat,Midwest,Black Soil,Rabi,5.29,34.6,1406.6,56.6,175.3,142.8,1.99,42.0,138.1,63.0,100.5,2.41
Potato,Pacific Northwest,Silt Loam,Rabi,5.75,22.2,607.2,61.5,301.6,70.9,16.89,42.5,76.5,29.0,55.1,16.19
Soybean,Pacific Northwest,Loamy,Summer,5.48,21.2,1625.0,43.0,545.7,207.0,1.79,23.1,53.4,15.1,118.5,1.9
Rice,Central Valley,Sandy Loam,Spring,7.6,27.4,893.5,43.5,237.9,196.4,3.53,16.0,109.7,52.5,117.6,3.54
Rice,Pacific Northwest,Clay,Autumn,5.73,24.8,1576.7,78.6,505.9,237.3,5.31,19.3,102.3,58.5,113.5,3.94
Cotton,Central Valley,Sandy Loam,Summer,7.25,27.8,592.7,45.0,254.5,85.7,1.87,6.3,125.8,38.6,65.5,1.79
Soybean,Delta Region,Silt Loam,Spring,7.21,17.3,707.0,47.1,868.3,162.9,2.56,47.3,151.2,17.9,25.9,2.29
Potato,Pacific Northwest,Alluvial,Autumn,6.76,29.3,814.8,66.4,560.1,172.3,15.17,5.8,95.2,53.2,40.1,14.29
Corn,Midwest,Silt Loam,Rabi,7.08,24.1,896.7,64.5,493.0,123.9,4.79,15.4,107.8,42.2,69.8,4.66
Cotton,Southeast,Alluvial,Kharif,5.32,34.9,795.3,69.4,820.2,174.8,1.97,26.8,129.7,66.7,73.4,1.74
Rice,Southeast,Silt Loam,Rabi,6.81,32.5,1342.0,61.7,506.7,245.3,4.01,18.2,111.2,62.7,24.5,3.87
Wheat,Central Valley,Silt Loam,Rabi,7.34,17.5,645.2,50.3,612.3,53.6,3.74,44.7,169.1,29.4,88.9,3.32
Corn,Central Valley,Clay,Summer,8.16,32.5,889.1,81.9,135.8,82.6,3.38,49.2,74.5,61.8,108.2,3.83
Potato,Pacific Northwest,Black Soil,Summer,7.84,30.7,745.3,74.5,432.7,145.1,12.53,11.0,78.9,78.1,101.7,12.2
Potato,Southeast,Black Soil,Kharif,6.39,29.9,1001.2,73.1,278.4,196.6,13.2,31.7,56.1,78.2,68.9,14.45
Wheat,Delta Region,Sandy Loam,Rabi,5.97,29.6,1699.4,59.9,529.0,115.5,2.17,47.2,119.8,22.6,31.9,2.84
Cotton,Midwest,Loamy,Autumn,5.8,26.4,401.8,63.9,189.1,58.7,2.09,42.5,94.3,20.9,89.4,1.83
Rice,Midwest,Silt Loam,Autumn,7.42,24.8,1465.2,73.1,502.9,274.1,3.77,19.2,147.6,65.7,24.4,3.69
Rice,Midwest,Sandy Loam,Summer,6.25,20.0,1284.0,59.6,222.5,117.1,4.1,46.2,48.9,27.9,39.4,3.81
Soybean,Pacific Northwest,Silt Loam,Kharif,5.41,20.9,1116.4,67.8,214.7,271.8,2.38,43.7,47.9,62.9,61.0,2.16
Tomato,Central Valley,Black Soil,Rabi,6.16,16.8,1657.2,74.2,104.7,50.8,17.47,36.5,48.2,42.1,76.7,16.75
Cotton,Midwest,Alluvial,Kharif,5.42,29.0,1670.7,86.9,615.8,115.0,1.75,28.6,126.2,46.5,94.8,1.74
Soybean,Great Plains,Black Soil,Summer,8.16,25.1,1683.2,47.7,529.2,132.8,2.4,17.9,60.2,59.6,37.4,1.82
Potato,Southeast,Clay,Summer,6.5,22.0,411.7,60.5,803.8,245.9,15.93,37.3,178.2,23.8,82.6,15.52
Wheat,Great Plains,Silt Loam,Spring,6.56,35.0,1022.1,56.9,632.3,80.6,3.19,23.6,114.2,32.2,91.3,3.01
Tomato,Midwest,Alluvial,Autumn,6.59,33.2,1498.5,58.7,345.5,140.4,21.04,18.8,105.8,53.0,65.2,19.86
Cotton,Delta Region,Silt Loam,Kharif,6.21,33.8,1306.5,86.9,445.4,266.9,1.59,10.8,43.3,29.5,76.7,1.73
Wheat,Southeast,Alluvial,Autumn,7.12,27.5,1511.2,47.5,353.2,106.5,2.73,38.7,143.4,68.4,68.7,2.69
Tomato,Delta Region,Black Soil,Kharif,7.56,17.7,362.6,83.1,142.2,246.1,16.31,34.1,83.9,78.1,40.3,16.56
